"trait","ID","Gene","No.case","No.contr","category","log_bf","mutation_rate","count_rate","high_background","true_z","true_rr"
"trait1","t1_GENE00247_v7","GENE00247",1,2,"C3",-1.68639895357023,0.000217861870929446,0.000217861870929446,FALSE,0,1
"trait1","t1_GENE00247_v8","GENE00247",2,0,"C1",0.810930216216329,6.94095010510031e-05,6.94095010510031e-05,FALSE,0,1
"trait1","t1_GENE00247_v9","GENE00247",3,4,"C2",-1.55619339791529,0.000937765181107767,0.000937765181107767,FALSE,0,1
"trait1","t1_GENE00247_v10","GENE00247",0,0,"C1",0,1.04625073036093e-05,1.04625073036093e-05,FALSE,0,1
"trait1","t1_GENE00247_v11","GENE00247",0,0,"C1",0,7.80525112326702e-06,7.80525112326702e-06,FALSE,0,1
"trait1","t1_GENE00247_v12","GENE00247",0,0,"C1",0,5.87815718900416e-08,5.87815718900416e-08,FALSE,0,1
"trait1","t1_GENE00247_v13","GENE00247",0,0,"C1",0,6.88254147879036e-06,6.88254147879036e-06,FALSE,0,1
"trait1","t1_GENE00247_v14","GENE00247",0,0,"C2",0,1.04522367222169e-06,1.04522367222169e-06,FALSE,0,1
"trait1","t1_GENE00247_v15","GENE00247",0,0,"C1",0,7.61636432261159e-10,7.61636432261159e-10,FALSE,0,1
"trait1","t1_GENE00248_v1","GENE00248",0,2,"C1",-1.38629436111989,0.000198982462165422,0.000198982462165422,FALSE,0,1
"trait1","t1_GENE00248_v2","GENE00248",3,2,"C1",-0.169899036795398,0.000346896263968013,0.000346896263968013,FALSE,0,1
"trait1","t1_GENE00248_v3","GENE00248",0,0,"C1",0,1.29462092666775e-05,1.29462092666775e-05,FALSE,0,1
"trait1","t1_GENE00248_v4","GENE00248",0,1,"C1",-0.693147180559945,7.3007645093324e-06,7.3007645093324e-06,FALSE,0,1
"trait1","t1_GENE00248_v5","GENE00248",2,1,"C1",0.117783035656383,0.000267023441866454,0.000267023441866454,FALSE,0,1
"trait1","t1_GENE00248_v6","GENE00248",0,0,"C1",0,1.17392362212042e-05,1.17392362212042e-05,FALSE,0,1
"trait1","t1_GENE00248_v7","GENE00248",7,4,"C1",0.06566703451737,0.00051715463956207,0.00051715463956207,FALSE,0,1
"trait1","t1_GENE00248_v8","GENE00248",0,1,"C1",-0.693147180559945,9.44741254821027e-06,9.44741254821027e-06,FALSE,0,1
"trait1","t1_GENE00248_v9","GENE00248",1,0,"C2",0.405465108108164,1.21608692819214e-05,1.21608692819214e-05,FALSE,0,1
"trait1","t1_GENE00248_v10","GENE00248",1,0,"C1",0.405465108108164,2.23276754321568e-05,2.23276754321568e-05,FALSE,0,1
"trait1","t1_GENE00248_v11","GENE00248",1,0,"C1",0.405465108108164,6.85252231418943e-05,6.85252231418943e-05,FALSE,0,1
"trait1","t1_GENE00248_v12","GENE00248",0,0,"C1",0,1.39644612863944e-05,1.39644612863944e-05,FALSE,0,1
"trait1","t1_GENE00248_v13","GENE00248",1,1,"C2",-0.287682072451781,0.000233666596871095,0.000233666596871095,FALSE,0,1
"trait1","t1_GENE00248_v14","GENE00248",0,0,"C2",0,8.48123195420995e-08,8.48123195420995e-08,FALSE,0,1
"trait1","t1_GENE00248_v15","GENE00248",0,0,"C1",0,3.05997794901202e-08,3.05997794901202e-08,FALSE,0,1
"trait1","t1_GENE00249_v1","GENE00249",2,1,"C3",-0.0769610411361288,6.2200245632624e-05,0.00031100122816312,TRUE,0,1
"trait1","t1_GENE00249_v2","GENE00249",0,0,"C1",0,4.23515328808445e-05,4.23515328808445e-05,FALSE,0,1
"trait1","t1_GENE00249_v3","GENE00249",0,1,"C1",-0.693147180559945,7.42129309215251e-05,7.42129309215251e-05,FALSE,0,1
"trait1","t1_GENE00249_v4","GENE00249",4,0,"C1",1.62186043243266,0.000694404611360011,0.000694404611360011,FALSE,0,1
"trait1","t1_GENE00249_v5","GENE00249",5,6,"C3",-4.03754561317871,0.000748367242100825,0.000748367242100825,FALSE,0,1
"trait1","t1_GENE00249_v6","GENE00249",0,0,"C1",0,1.61930968235721e-08,1.61930968235721e-08,FALSE,0,1
"trait1","t1_GENE00249_v7","GENE00249",2,1,"C2",0.117783035656383,0.000366337972486993,0.000366337972486993,FALSE,0,1
"trait1","t1_GENE00249_v8","GENE00249",5,2,"C2",0.641031179420932,0.000367284486691023,0.000367284486691023,FALSE,0,1
"trait1","t1_GENE00249_v9","GENE00249",0,0,"C2",0,2.86405350097446e-06,2.86405350097446e-06,FALSE,0,1
"trait1","t1_GENE00249_v10","GENE00249",2,1,"C2",0.117783035656383,0.000268413226948953,0.000268413226948953,FALSE,0,1
"trait1","t1_GENE00249_v11","GENE00249",2,3,"C2",-1.26851132546351,0.000595693479298362,0.000595693479298362,FALSE,0,1
"trait1","t1_GENE00249_v12","GENE00249",0,0,"C1",0,5.67076917253816e-06,5.67076917253816e-06,FALSE,0,1
"trait1","t1_GENE00249_v13","GENE00249",4,5,"C1",-1.84387547036707,0.000155757955719898,0.00077878977859949,TRUE,0,1
"trait1","t1_GENE00249_v14","GENE00249",0,1,"C1",-0.693147180559945,8.50071377378175e-05,8.50071377378175e-05,FALSE,0,1
"trait1","t1_GENE00249_v15","GENE00249",0,0,"C2",0,3.25858827559817e-05,3.25858827559817e-05,FALSE,0,1
"trait1","t1_GENE00250_v1","GENE00250",0,0,"C1",0,6.8219734137629e-07,6.8219734137629e-07,FALSE,0,1
"trait1","t1_GENE00250_v2","GENE00250",1,5,"C2",-3.06027079469156,7.44884855538316e-05,0.000372442427769158,TRUE,0,1
"trait1","t1_GENE00250_v3","GENE00250",0,0,"C1",0,1.80377600864127e-07,1.80377600864127e-07,FALSE,0,1
"trait1","t1_GENE00250_v4","GENE00250",2,2,"C2",-0.575364144903562,0.000279736958829377,0.000279736958829377,FALSE,0,1
"trait1","t1_GENE00250_v5","GENE00250",0,0,"C1",0,7.16750187858976e-07,7.16750187858976e-07,FALSE,0,1
"trait1","t1_GENE00250_v6","GENE00250",0,0,"C2",0,1.32042289529373e-05,1.32042289529373e-05,FALSE,0,1
"trait1","t1_GENE00250_v7","GENE00250",0,0,"C2",0,1.15335391987008e-09,1.15335391987008e-09,FALSE,0,1
"trait1","t1_GENE00250_v8","GENE00250",1,2,"C2",-0.980829253011726,0.000589195147906184,0.000589195147906184,FALSE,0,1
"trait1","t1_GENE00250_v9","GENE00250",1,0,"C2",0.405465108108164,5.63924119451637e-05,5.63924119451637e-05,FALSE,0,1
"trait1","t1_GENE00250_v10","GENE00250",0,0,"C1",0,3.19470426747257e-06,3.19470426747257e-06,FALSE,0,1
"trait1","t1_GENE00250_v11","GENE00250",0,0,"C1",0,6.62276659742351e-05,6.62276659742351e-05,FALSE,0,1
"trait1","t1_GENE00250_v12","GENE00250",12,9,"C2",-1.37274332774153,0.00126225153401575,0.00126225153401575,FALSE,0,1
"trait1","t1_GENE00250_v13","GENE00250",1,0,"C1",0.405465108108164,0.000103931635537078,0.000103931635537078,FALSE,0,1
"trait1","t1_GENE00250_v14","GENE00250",1,2,"C1",-0.980829253011726,0.000241980043194995,0.000241980043194995,FALSE,0,1
"trait1","t1_GENE00250_v15","GENE00250",0,0,"C1",0,1.10764140780962e-06,1.10764140780962e-06,FALSE,0,1
"trait1","t1_GENE00251_v1","GENE00251",0,0,"C2",0,3.43676936737238e-05,3.43676936737238e-05,FALSE,0,1
"trait1","t1_GENE00251_v2","GENE00251",0,0,"C2",0,5.42914151364185e-07,5.42914151364185e-07,FALSE,0,1
"trait1","t1_GENE00251_v3","GENE00251",0,0,"C1",0,1.80855981844257e-05,1.80855981844257e-05,FALSE,0,1
"trait1","t1_GENE00251_v4","GENE00251",0,0,"C1",0,1.38718819709172e-05,1.38718819709172e-05,FALSE,0,1
"trait1","t1_GENE00251_v5","GENE00251",0,0,"C2",0,3.46830810417712e-05,3.46830810417712e-05,FALSE,0,1
"trait1","t1_GENE00251_v6","GENE00251",0,0,"C3",0,9.67181219416142e-10,9.67181219416142e-10,FALSE,0,1
"trait1","t1_GENE00251_v7","GENE00251",0,0,"C2",0,2.03966157620748e-06,2.03966157620748e-06,FALSE,0,1
"trait1","t1_GENE00251_v8","GENE00251",0,0,"C1",0,7.63210950408955e-05,7.63210950408955e-05,FALSE,0,1
"trait1","t1_GENE00251_v9","GENE00251",1,1,"C2",-0.287682072451781,0.000182468760337864,0.000182468760337864,FALSE,0,1
"trait1","t1_GENE00251_v10","GENE00251",0,0,"C1",0,1.88762928902288e-06,1.88762928902288e-06,FALSE,0,1
"trait1","t1_GENE00251_v11","GENE00251",0,0,"C1",0,6.07812016591194e-05,6.07812016591194e-05,FALSE,0,1
"trait1","t1_GENE00251_v12","GENE00251",0,0,"C2",0,2.21120694995383e-05,2.21120694995383e-05,FALSE,0,1
"trait1","t1_GENE00251_v13","GENE00251",3,6,"C2",-2.94248775903518,0.000570243788854434,0.000570243788854434,FALSE,0,1
"trait1","t1_GENE00251_v14","GENE00251",7,11,"C1",-4.78636322940225,0.00159836308739474,0.00159836308739474,FALSE,0,1
"trait1","t1_GENE00251_v15","GENE00251",4,7,"C2",-3.23016983148696,0.000236371322905665,0.00118185661452833,TRUE,0,1
"trait1","t1_GENE00252_v1","GENE00252",0,0,"C1",0,1.84298581441169e-06,1.84298581441169e-06,FALSE,0,1
"trait1","t1_GENE00252_v2","GENE00252",3,1,"C1",0.523248143764547,0.000329135598922531,0.000329135598922531,FALSE,0,1
"trait1","t1_GENE00252_v3","GENE00252",2,0,"C2",0.810930216216329,9.96732412871616e-05,9.96732412871616e-05,FALSE,0,1
"trait1","t1_GENE00252_v4","GENE00252",2,3,"C1",-1.26851132546351,0.000205784959271972,0.000205784959271972,FALSE,0,1
"trait1","t1_GENE00252_v5","GENE00252",0,0,"C1",0,5.42189424411409e-05,5.42189424411409e-05,FALSE,0,1
"trait1","t1_GENE00252_v6","GENE00252",8,4,"C1",0.471132142625533,0.000764152897921479,0.000764152897921479,FALSE,0,1
"trait1","t1_GENE00252_v7","GENE00252",1,0,"C2",0.405465108108164,4.27905182223526e-05,4.27905182223526e-05,FALSE,1,2.14617892975207
"trait1","t1_GENE00252_v8","GENE00252",3,2,"C1",-0.169899036795398,0.000340651722532298,0.000340651722532298,FALSE,0,1
"trait1","t1_GENE00252_v9","GENE00252",0,1,"C2",-0.693147180559945,6.21840543289713e-05,6.21840543289713e-05,FALSE,0,1
"trait1","t1_GENE00252_v10","GENE00252",0,0,"C2",0,1.29063922846269e-06,1.29063922846269e-06,FALSE,0,1
"trait1","t1_GENE00252_v11","GENE00252",0,0,"C2",0,0.000167217648478834,0.000167217648478834,FALSE,0,1
"trait1","t1_GENE00252_v12","GENE00252",0,0,"C1",0,2.29689641797097e-07,1.14844820898548e-06,TRUE,0,1
"trait1","t1_GENE00252_v13","GENE00252",12,18,"C1",-7.61106795278104,0.000367623672677801,0.001838118363389,TRUE,0,1
"trait1","t1_GENE00252_v14","GENE00252",1,2,"C1",-0.980829253011726,0.00015501290757083,0.00015501290757083,FALSE,0,1
"trait1","t1_GENE00252_v15","GENE00252",1,0,"C1",0.405465108108164,8.23554520368028e-06,8.23554520368028e-06,FALSE,0,1
"trait1","t1_GENE00253_v1","GENE00253",1,0,"C3",0.510825623765991,0.000266503535023267,0.000266503535023267,FALSE,0,1
"trait1","t1_GENE00253_v2","GENE00253",0,0,"C1",0,1.20018935641646e-06,1.20018935641646e-06,FALSE,0,1
"trait1","t1_GENE00253_v3","GENE00253",17,15,"C2",-3.50430087056039,0.000572293910152683,0.00286146955076341,TRUE,0,1
"trait1","t1_GENE00253_v4","GENE00253",5,4,"C1",-0.745263181698959,0.000612861731538537,0.000612861731538537,FALSE,0,1
"trait1","t1_GENE00253_v5","GENE00253",2,1,"C2",0.117783035656383,0.000183208920321934,0.000183208920321934,FALSE,0,1
"trait1","t1_GENE00253_v6","GENE00253",0,2,"C1",-1.38629436111989,0.000329286690761008,0.000329286690761008,FALSE,0,1
"trait1","t1_GENE00253_v7","GENE00253",10,8,"C2",-1.49052636339792,0.00027540640352405,0.00137703201762025,TRUE,0,1
"trait1","t1_GENE00253_v8","GENE00253",1,0,"C2",0.405465108108164,0.00018377624160014,0.00018377624160014,FALSE,0,1
"trait1","t1_GENE00253_v9","GENE00253",0,0,"C1",0,5.91653616739509e-09,5.91653616739509e-09,FALSE,0,1
"trait1","t1_GENE00253_v10","GENE00253",0,0,"C1",0,2.7958646503019e-05,2.7958646503019e-05,FALSE,0,1
"trait1","t1_GENE00253_v11","GENE00253",0,0,"C1",0,1.19139677774607e-10,1.19139677774607e-10,FALSE,0,1
"trait1","t1_GENE00253_v12","GENE00253",0,0,"C1",0,1.1897920707484e-05,1.1897920707484e-05,FALSE,0,1
"trait1","t1_GENE00253_v13","GENE00253",0,0,"C1",0,6.32917275200782e-06,6.32917275200782e-06,FALSE,0,1
"trait1","t1_GENE00253_v14","GENE00253",0,0,"C1",0,0.000247156177094434,0.000247156177094434,FALSE,0,1
"trait1","t1_GENE00253_v15","GENE00253",2,0,"C1",0.810930216216329,0.000158204594279582,0.000158204594279582,FALSE,0,1
"trait1","t1_GENE00254_v1","GENE00254",0,0,"C2",0,9.32887600294164e-05,9.32887600294164e-05,FALSE,0,1
"trait1","t1_GENE00254_v2","GENE00254",0,0,"C1",0,7.63313604812033e-06,7.63313604812033e-06,FALSE,0,1
"trait1","t1_GENE00254_v3","GENE00254",0,0,"C2",0,8.5524542953906e-06,8.5524542953906e-06,FALSE,0,1
"trait1","t1_GENE00254_v4","GENE00254",3,3,"C2",-0.863046217355343,0.000305768818415286,0.000305768818415286,FALSE,0,1
"trait1","t1_GENE00254_v5","GENE00254",1,4,"C1",-2.36712361413162,0.000300012474562115,0.000300012474562115,FALSE,0,1
"trait1","t1_GENE00254_v6","GENE00254",0,0,"C3",0,2.81737914717944e-06,2.81737914717944e-06,FALSE,0,1
"trait1","t1_GENE00254_v7","GENE00254",0,3,"C1",-2.07944154167984,0.000309811605046035,0.000309811605046035,FALSE,0,1
"trait1","t1_GENE00254_v8","GENE00254",2,0,"C3",1.02165124753198,0.000126919292600988,0.000126919292600988,FALSE,0,1
"trait1","t1_GENE00254_v9","GENE00254",0,0,"C3",0,5.89201240827937e-05,5.89201240827937e-05,FALSE,0,1
"trait1","t1_GENE00254_v10","GENE00254",0,0,"C1",0,4.23869165172717e-06,4.23869165172717e-06,FALSE,0,1
"trait1","t1_GENE00254_v11","GENE00254",1,0,"C1",0.405465108108164,0.000132974215171941,0.000132974215171941,FALSE,0,1
"trait1","t1_GENE00254_v12","GENE00254",0,0,"C2",0,7.16448241979889e-06,7.16448241979889e-06,FALSE,0,1
"trait1","t1_GENE00254_v13","GENE00254",10,8,"C1",-1.49052636339792,0.00137161624676162,0.00137161624676162,FALSE,0,1
"trait1","t1_GENE00254_v14","GENE00254",1,0,"C1",0.405465108108164,2.9893294329853e-05,2.9893294329853e-05,FALSE,0,1
"trait1","t1_GENE00254_v15","GENE00254",2,1,"C3",-0.0769610411361288,5.64996388856541e-05,0.00028249819442827,TRUE,0,1
"trait1","t1_GENE00255_v1","GENE00255",1,0,"C1",0.405465108108164,3.22134903193238e-05,3.22134903193238e-05,FALSE,0,1
"trait1","t1_GENE00255_v2","GENE00255",0,0,"C3",0,1.1813788083161e-07,1.1813788083161e-07,FALSE,0,1
"trait1","t1_GENE00255_v3","GENE00255",0,0,"C1",0,5.40620560733645e-07,5.40620560733645e-07,FALSE,0,1
"trait1","t1_GENE00255_v4","GENE00255",0,0,"C1",0,7.04031440336809e-06,7.04031440336809e-06,FALSE,0,1
"trait1","t1_GENE00255_v5","GENE00255",0,0,"C1",0,2.2080687515419e-05,2.2080687515419e-05,FALSE,0,1
"trait1","t1_GENE00255_v6","GENE00255",0,2,"C1",-1.38629436111989,0.000210364183849622,0.000210364183849622,FALSE,0,1
"trait1","t1_GENE00255_v7","GENE00255",0,0,"C2",0,3.47678632544839e-05,3.47678632544839e-05,FALSE,0,1
"trait1","t1_GENE00255_v8","GENE00255",0,0,"C1",0,4.5115628117517e-06,4.5115628117517e-06,FALSE,0,1
"trait1","t1_GENE00255_v9","GENE00255",0,0,"C1",0,2.01033572910587e-06,2.01033572910587e-06,FALSE,0,1
"trait1","t1_GENE00255_v10","GENE00255",6,3,"C2",0.35334910696915,0.000490618718138519,0.000490618718138519,FALSE,0,1
"trait1","t1_GENE00255_v11","GENE00255",0,0,"C1",0,4.53758218179489e-05,4.53758218179489e-05,FALSE,0,1
"trait1","t1_GENE00255_v12","GENE00255",6,1,"C2",1.73964346808904,0.00060429789586791,0.00060429789586791,FALSE,0,1
"trait1","t1_GENE00255_v13","GENE00255",0,0,"C1",0,8.82534392459265e-05,8.82534392459265e-05,FALSE,0,1
"trait1","t1_GENE00255_v14","GENE00255",1,2,"C1",-0.980829253011726,8.4387633020966e-05,8.4387633020966e-05,FALSE,0,1
"trait1","t1_GENE00255_v15","GENE00255",0,0,"C1",0,2.98815995615453e-06,2.98815995615453e-06,FALSE,0,1
"trait1","t1_GENE00256_v1","GENE00256",3,7,"C2",-3.63563493959513,0.000203946796792376,0.000203946796792376,FALSE,0,1
"trait1","t1_GENE00256_v2","GENE00256",1,1,"C1",-0.287682072451781,6.98876234941513e-05,6.98876234941513e-05,FALSE,0,1
"trait1","t1_GENE00256_v3","GENE00256",0,0,"C1",0,5.14992879365584e-10,5.14992879365584e-10,FALSE,0,1
"trait1","t1_GENE00256_v4","GENE00256",0,0,"C1",0,0.000321470336145503,0.000321470336145503,FALSE,0,1
"trait1","t1_GENE00256_v5","GENE00256",0,0,"C2",0,2.81138806809069e-05,2.81138806809069e-05,FALSE,0,1
"trait1","t1_GENE00256_v6","GENE00256",5,3,"C1",-0.052116001139014,0.00093001655386478,0.00093001655386478,FALSE,0,1
"trait1","t1_GENE00256_v7","GENE00256",0,0,"C1",0,7.44328416587774e-12,7.44328416587774e-12,FALSE,0,1
"trait1","t1_GENE00256_v8","GENE00256",3,1,"C2",0.523248143764547,0.00031522317217713,0.00031522317217713,FALSE,0,1
"trait1","t1_GENE00256_v9","GENE00256",0,1,"C1",-0.693147180559945,0.000187553825853354,0.000187553825853354,FALSE,0,1
"trait1","t1_GENE00256_v10","GENE00256",1,0,"C1",0.405465108108164,1.18904049604534e-05,5.94520248022671e-05,TRUE,0,1
"trait1","t1_GENE00256_v11","GENE00256",0,1,"C1",-0.693147180559945,0.000233250283301747,0.000233250283301747,FALSE,0,1
"trait1","t1_GENE00256_v12","GENE00256",1,1,"C2",-0.287682072451781,3.96501169305732e-05,3.96501169305732e-05,FALSE,0,1
"trait1","t1_GENE00256_v13","GENE00256",0,1,"C1",-0.693147180559945,7.13460460925505e-06,7.13460460925505e-06,FALSE,0,1
"trait1","t1_GENE00256_v14","GENE00256",0,0,"C1",0,2.78664502517616e-05,2.78664502517616e-05,FALSE,0,1
"trait1","t1_GENE00256_v15","GENE00256",7,3,"C1",0.758814215077314,0.000986821699731835,0.000986821699731835,FALSE,0,1
"trait1","t1_GENE00257_v1","GENE00257",3,5,"C2",-2.24934057847523,0.000861227577661484,0.000861227577661484,FALSE,0,1
"trait1","t1_GENE00257_v2","GENE00257",2,2,"C1",-0.575364144903562,0.000199933750248879,0.000199933750248879,FALSE,0,1
"trait1","t1_GENE00257_v3","GENE00257",1,1,"C1",-0.287682072451781,0.000188335462844776,0.000188335462844776,FALSE,0,1
"trait1","t1_GENE00257_v4","GENE00257",0,0,"C1",0,8.44417569237056e-06,8.44417569237056e-06,FALSE,0,1
"trait1","t1_GENE00257_v5","GENE00257",1,1,"C3",-0.587786664902119,0.000227960672412886,0.000227960672412886,FALSE,0,1
"trait1","t1_GENE00257_v6","GENE00257",0,1,"C1",-0.693147180559945,0.000133445919175992,0.000133445919175992,FALSE,0,1
"trait1","t1_GENE00257_v7","GENE00257",1,2,"C1",-0.980829253011726,0.000296624698216774,0.000296624698216774,FALSE,0,1
"trait1","t1_GENE00257_v8","GENE00257",2,0,"C1",0.810930216216329,0.000252974110752099,0.000252974110752099,FALSE,0,1
"trait1","t1_GENE00257_v9","GENE00257",5,2,"C1",0.641031179420932,0.000768570930525767,0.000768570930525767,FALSE,0,1
"trait1","t1_GENE00257_v10","GENE00257",1,0,"C1",0.405465108108164,2.81943708451283e-05,2.81943708451283e-05,FALSE,0,1
"trait1","t1_GENE00257_v11","GENE00257",0,0,"C1",0,2.49664734706242e-06,2.49664734706242e-06,FALSE,0,1
"trait1","t1_GENE00257_v12","GENE00257",1,0,"C1",0.405465108108164,0.000107070327365411,0.000107070327365411,FALSE,0,1
"trait1","t1_GENE00257_v13","GENE00257",0,0,"C2",0,8.4368444435848e-08,8.4368444435848e-08,FALSE,0,1
"trait1","t1_GENE00257_v14","GENE00257",0,0,"C1",0,2.33831142833714e-07,2.33831142833714e-07,FALSE,0,1
"trait1","t1_GENE00257_v15","GENE00257",1,2,"C2",-0.980829253011726,0.000339448921166929,0.000339448921166929,FALSE,0,1
"trait1","t1_GENE00258_v1","GENE00258",1,0,"C3",0.510825623765991,0.000140703453452431,0.000140703453452431,FALSE,0,1
"trait1","t1_GENE00258_v2","GENE00258",0,0,"C2",0,4.15557598961452e-05,4.15557598961452e-05,FALSE,0,1
"trait1","t1_GENE00258_v3","GENE00258",0,0,"C1",0,4.514550084415e-06,4.514550084415e-06,FALSE,0,1
"trait1","t1_GENE00258_v4","GENE00258",3,2,"C2",-0.169899036795398,0.000540394711107266,0.000540394711107266,FALSE,0,1
"trait1","t1_GENE00258_v5","GENE00258",0,0,"C1",0,1.58998271608671e-05,1.58998271608671e-05,FALSE,0,1
"trait1","t1_GENE00258_v6","GENE00258",2,1,"C1",0.117783035656383,0.000149438902815243,0.000149438902815243,FALSE,0,1
"trait1","t1_GENE00258_v7","GENE00258",0,0,"C1",0,9.20161027006274e-07,9.20161027006274e-07,FALSE,0,1
"trait1","t1_GENE00258_v8","GENE00258",4,3,"C3",-1.25253437094037,0.000357216168661725,0.000357216168661725,FALSE,0,1
"trait1","t1_GENE00258_v9","GENE00258",0,0,"C3",0,2.86565071445299e-05,2.86565071445299e-05,FALSE,0,1
"trait1","t1_GENE00258_v10","GENE00258",0,1,"C1",-0.693147180559945,5.67860120854711e-05,5.67860120854711e-05,FALSE,0,1
"trait1","t1_GENE00258_v11","GENE00258",0,0,"C1",0,4.64229114964269e-05,4.64229114964269e-05,FALSE,0,1
"trait1","t1_GENE00258_v12","GENE00258",3,1,"C1",0.523248143764547,6.72795410541501e-05,0.000336397705270751,TRUE,0,1
"trait1","t1_GENE00258_v13","GENE00258",0,0,"C2",0,1.68667360520562e-09,1.68667360520562e-09,FALSE,0,1
"trait1","t1_GENE00258_v14","GENE00258",0,1,"C1",-0.693147180559945,7.99630838225909e-05,7.99630838225909e-05,FALSE,0,1
"trait1","t1_GENE00258_v15","GENE00258",4,3,"C2",-0.457581109247178,0.000889982846885629,0.000889982846885629,FALSE,0,1
"trait1","t1_GENE00259_v1","GENE00259",0,0,"C1",0,5.76313768764869e-05,5.76313768764869e-05,FALSE,0,1
"trait1","t1_GENE00259_v2","GENE00259",0,0,"C2",0,0.000141534909890749,0.000141534909890749,FALSE,0,1
"trait1","t1_GENE00259_v3","GENE00259",0,0,"C1",0,2.04785174818561e-06,2.04785174818561e-06,FALSE,0,1
"trait1","t1_GENE00259_v4","GENE00259",0,0,"C1",0,4.26802317672742e-05,4.26802317672742e-05,FALSE,0,1
"trait1","t1_GENE00259_v5","GENE00259",1,0,"C1",0.405465108108164,9.6655802938319e-05,9.6655802938319e-05,FALSE,0,1
"trait1","t1_GENE00259_v6","GENE00259",0,1,"C1",-0.693147180559945,4.48357882090953e-05,4.48357882090953e-05,FALSE,0,1
"trait1","t1_GENE00259_v7","GENE00259",1,3,"C1",-1.67397643357167,0.000220274117922934,0.000220274117922934,FALSE,0,1
"trait1","t1_GENE00259_v8","GENE00259",0,0,"C1",0,6.12435048257509e-06,6.12435048257509e-06,FALSE,0,1
"trait1","t1_GENE00259_v9","GENE00259",2,7,"C1",-4.04110004770329,0.000659105356758097,0.000659105356758097,FALSE,0,1
"trait1","t1_GENE00259_v10","GENE00259",0,0,"C1",0,1.36706508946114e-07,1.36706508946114e-07,FALSE,0,1
"trait1","t1_GENE00259_v11","GENE00259",0,0,"C1",0,6.49918184345978e-05,6.49918184345978e-05,FALSE,0,1
"trait1","t1_GENE00259_v12","GENE00259",0,0,"C1",0,2.00400432848128e-05,2.00400432848128e-05,FALSE,0,1
"trait1","t1_GENE00259_v13","GENE00259",4,4,"C2",-1.15072828980712,0.000428229717031498,0.000428229717031498,FALSE,0,1
"trait1","t1_GENE00259_v14","GENE00259",6,6,"C1",-1.72609243471068,0.000688482033558884,0.000688482033558884,FALSE,0,1
"trait1","t1_GENE00259_v15","GENE00259",0,0,"C1",0,2.41455049773283e-06,2.41455049773283e-06,FALSE,0,1
"trait1","t1_GENE00260_v1","GENE00260",0,2,"C2",-1.38629436111989,0.00023133784092362,0.00023133784092362,FALSE,0,1
"trait1","t1_GENE00260_v2","GENE00260",0,1,"C2",-0.693147180559945,4.03334227288316e-05,4.03334227288316e-05,FALSE,0,1
"trait1","t1_GENE00260_v3","GENE00260",5,2,"C1",0.641031179420932,0.00053042946527628,0.00053042946527628,FALSE,0,1
"trait1","t1_GENE00260_v4","GENE00260",0,1,"C1",-0.693147180559945,6.16376233476696e-05,6.16376233476696e-05,FALSE,0,1
"trait1","t1_GENE00260_v5","GENE00260",0,0,"C2",0,1.24796450905169e-07,1.24796450905169e-07,FALSE,0,1
"trait1","t1_GENE00260_v6","GENE00260",0,0,"C3",0,4.19137594476361e-05,4.19137594476361e-05,FALSE,0,1
"trait1","t1_GENE00260_v7","GENE00260",0,0,"C1",0,9.87596256085925e-08,9.87596256085925e-08,FALSE,0,1
"trait1","t1_GENE00260_v8","GENE00260",0,1,"C1",-0.693147180559945,5.30345560057939e-05,5.30345560057939e-05,FALSE,0,1
"trait1","t1_GENE00260_v9","GENE00260",0,0,"C2",0,9.51325262032084e-09,9.51325262032084e-09,FALSE,0,1
"trait1","t1_GENE00260_v10","GENE00260",0,0,"C1",0,0.000124803861444085,0.000124803861444085,FALSE,0,1
"trait1","t1_GENE00260_v11","GENE00260",0,0,"C1",0,9.07549725439353e-05,9.07549725439353e-05,FALSE,0,1
"trait1","t1_GENE00260_v12","GENE00260",1,2,"C1",-0.980829253011726,0.000253791516840854,0.000253791516840854,FALSE,0,1
"trait1","t1_GENE00260_v13","GENE00260",3,3,"C1",-0.863046217355343,0.000420551394058662,0.000420551394058662,FALSE,0,1
"trait1","t1_GENE00260_v14","GENE00260",5,1,"C2",1.33417835998088,0.000637847956726784,0.000637847956726784,FALSE,0,1
"trait1","t1_GENE00260_v15","GENE00260",0,0,"C2",0,3.60787066621674e-09,3.60787066621674e-09,FALSE,0,1
"trait1","t1_GENE00261_v1","GENE00261",1,2,"C1",-0.980829253011726,8.75541321253134e-05,8.75541321253134e-05,FALSE,0,1
"trait1","t1_GENE00261_v2","GENE00261",2,1,"C2",0.117783035656383,0.000331369384213555,0.000331369384213555,FALSE,0,1
"trait1","t1_GENE00261_v3","GENE00261",10,7,"C2",-0.797379182837973,0.00135652508982786,0.00135652508982786,FALSE,0,1
"trait1","t1_GENE00261_v4","GENE00261",6,3,"C2",0.35334910696915,0.000584872668871436,0.000584872668871436,FALSE,0,1
"trait1","t1_GENE00261_v5","GENE00261",0,0,"C1",0,3.11301218861687e-05,3.11301218861687e-05,FALSE,0,1
"trait1","t1_GENE00261_v6","GENE00261",0,0,"C3",0,5.73912907512195e-06,5.73912907512195e-06,FALSE,0,1
"trait1","t1_GENE00261_v7","GENE00261",0,0,"C1",0,1.87807185321533e-05,1.87807185321533e-05,FALSE,0,1
